date,semester,rank,team,acronym,total.points,previous.points,diff.points
2019,1,16,Chile,CHI,1561,1559,2
2019,1,17,Sweden,SWE,1558,1567,-9
2019,1,18,Mexico,MEX,1557,1549,8
2019,1,19,Poland,POL,1550,1535,15
2019,1,20,IR Iran,IRN,1518,1516,2
2019,1,21,Peru,PER,1516,1516,0
2019,1,22,Senegal,SEN,1515,1515,0
2019,1,23,Wales,WAL,1514,1539,-25
2019,1,24,Ukraine,UKR,1513,1493,20
2019,1,25,Tunisia,TUN,1501,1491,10
2019,1,26,Austria,AUT,1498,1479,19
2019,1,27,Romania,ROU,1497,1496,1
2019,1,28,Northern Ireland,NIR,1496,1481,15
2019,1,28,Japan,JPN,1496,1494,2
2019,1,30,USA,USA,1495,1506,-11
2019,1,31,Slovakia,SVK,1491,1482,9
2019,1,32,Republic of Ireland,IRL,1489,1484,5
2019,1,33,Venezuela,VEN,1485,1484,1
2019,1,34,Serbia,SRB,1477,1484,-7
2019,1,35,Iceland,ISL,1473,1450,23
2019,1,36,Paraguay,PAR,1468,1467,1
2019,1,37,Korea Republic,KOR,1467,1462,5
2019,1,37,Turkey,TUR,1467,1457,10
2019,1,39,Costa Rica,CRC,1453,1458,-5
2019,1,39,Bosnia and Herzegovina,BIH,1453,1478,-25
2019,1,41,Czech Republic,CZE,1448,1424,24
2019,1,42,Hungary,HUN,1442,1419,23
2019,1,43,Australia,AUS,1436,1441,-5
2019,1,43,Russia,RUS,1436,1425,11
2019,1,45,Scotland,SCO,1433,1430,3
2019,1,45,Nigeria,NGA,1433,1435,-2
2019,1,47,Morocco,MAR,1429,1429,0
2019,1,47,Norway,NOR,1429,1420,9
2019,1,49,Congo DR,COD,1424,1425,-1
2019,1,50,Ghana,GHA,1423,1423,0
2019,1,51,Cameroon,CMR,1404,1399,5
2019,1,52,Greece,GRE,1403,1433,-30
2019,1,53,Montenegro,MNE,1401,1419,-18
2019,1,54,Jamaica,JAM,1397,1391,6
2019,1,55,Qatar,QAT,1396,1398,-2
2019,1,56,Finland,FIN,1394,1375,19
2019,1,57,Bulgaria,BUL,1388,1419,-31
2019,1,58,Egypt,EGY,1384,1384,0
2019,1,59,Burkina Faso,BFA,1381,1380,1
2019,1,60,Ecuador,ECU,1375,1378,-3
2019,1,61,Honduras,HON,1368,1369,-1
2019,1,62,Bolivia,BOL,1365,1366,-1
2019,1,62,Mali,MLI,1365,1365,0
2019,1,62,Côte d'Ivoire,CIV,1365,1365,0
2019,1,65,Slovenia,SVN,1363,1366,-3
2019,1,66,Albania,ALB,1362,1368,-6
2019,1,67,United Arab Emirates,UAE,1360,1360,0
2019,1,68,Algeria,ALG,1346,1348,-2
2019,1,69,El Salvador,SLV,1342,1344,-2
2019,1,69,Saudi Arabia,KSA,1342,1342,0
2019,1,71,Guinea,GUI,1336,1350,-14
2019,1,72,South Africa,RSA,1335,1335,0
2019,1,73,China PR,CHN,1333,1327,6
2019,1,73,North Macedonia,MKD,1333,1350,-17
2019,1,75,Panama,PAN,1322,1327,-5
2019,1,76,Cape Verde Islands,CPV,1319,1319,0
2019,1,77,Iraq,IRQ,1315,1319,-4
2019,1,78,Canada,CAN,1314,1314,0
2019,1,79,Curacao,CUW,1302,1296,6
2019,1,80,Uganda,UGA,1299,1302,-3
2019,1,81,Zambia,ZAM,1298,1302,-4
2019,1,82,Israel,ISR,1286,1285,1
2019,1,82,Belarus,BLR,1286,1301,-15
2019,1,82,Uzbekistan,UZB,1286,1279,7
2019,1,85,Syria,SYR,1278,1286,-8
2019,1,86,Oman,OMA,1277,1277,0
2019,1,86,Lebanon,LBN,1277,1277,0
2019,1,88,Benin,BEN,1273,1267,6
2019,1,89,Gabon,GAB,1272,1272,0
2019,1,90,Congo,CGO,1265,1265,0
2019,1,90,Luxembourg,LUX,1265,1277,-12
2019,1,92,Trinidad and Tobago,TRI,1260,1258,2
2019,1,93,Cyprus,CYP,1258,1276,-18
2019,1,94,Georgia,GEO,1255,1256,-1
2019,1,95,Kyrgyz Republic,KGZ,1252,1253,-1
2019,1,96,Vietnam,VIE,1232,1227,5
2019,1,97,Armenia,ARM,1230,1206,24
2019,1,98,Jordan,JOR,1229,1229,0
2019,1,99,Estonia,EST,1228,1240,-12
2019,1,100,Palestine,PLE,1224,1224,0
2019,1,101,India,IND,1219,1219,0
2019,1,101,Haiti,HAI,1219,1223,-4
2019,1,103,Mauritania,MTN,1210,1210,0
2019,1,104,Niger,NIG,1209,1209,0
2019,1,105,Kenya,KEN,1207,1202,5
2019,1,105,Libya,LBY,1207,1207,0
2019,1,107,Faroe Islands,FRO,1200,1213,-13
2019,1,108,Madagascar,MAD,1198,1203,-5
2019,1,109,Zimbabwe,ZIM,1192,1190,2
2019,1,110,Bahrain,BHR,1188,1188,0
2019,1,110,Azerbaijan,AZE,1188,1202,-14
2019,1,112,Central African Republic,CTA,1184,1184,0
2019,1,113,Namibia,NAM,1182,1181,1
2019,1,114,Kazakhstan,KAZ,1174,1171,3
2019,1,115,Sierra Leone,SLE,1172,1172,0
2019,1,116,Thailand,THA,1165,1174,-9
2019,1,117,Mozambique,MOZ,1163,1166,-3
2019,1,118,Guinea-Bissau,GNB,1158,1158,0
2019,1,119,New Zealand,NZL,1157,1157,0
2019,1,120,Tajikistan,TJK,1151,1155,-4
2019,1,121,Kosovo,KOS,1149,1124,25
2019,1,122,Korea DPR,PRK,1148,1152,-4
2019,1,123,Angola,ANG,1142,1142,0
2019,1,124,Antigua and Barbuda,ATG,1136,1136,0
2019,1,125,Chinese Taipei,TPE,1132,1128,4
2019,1,126,Philippines,PHI,1131,1135,-4
2019,1,126,Malawi,MWI,1131,1122,9
2019,1,128,Togo,TOG,1127,1127,0
2019,1,129,Nicaragua,NCA,1118,1120,-2
2019,1,130,Sudan,SDN,1106,1106,0
2019,1,131,Tanzania,TAN,1105,1105,0
2019,1,132,Lithuania,LTU,1101,1102,-1
2019,1,133,St. Kitts and Nevis,SKN,1096,1096,0
2019,1,134,Burundi,BDI,1092,1089,3
2019,1,135,Turkmenistan,TKM,1091,1089,2
2019,1,136,Rwanda,RWA,1088,1088,0
2019,1,137,Latvia,LVA,1086,1101,-15
2019,1,138,Myanmar,MYA,1084,1080,4
2019,1,139,Andorra,AND,1082,1099,-17
2019,1,140,Solomon Islands,SOL,1077,1083,-6
2019,1,141,Equatorial Guinea,EQG,1074,1074,0
2019,1,141,Hong Kong,HKG,1074,1078,-4
2019,1,141,Eswatini,SWZ,1074,1074,0
2019,1,144,Yemen,YEM,1073,1073,0
2019,1,145,Lesotho,LES,1072,1075,-3
2019,1,145,Guatemala,GUA,1072,1074,-2
2019,1,147,Botswana,BOT,1069,1060,9
2019,1,148,Comoros,COM,1068,1071,-3
2019,1,149,Afghanistan,AFG,1058,1057,1
2019,1,150,Ethiopia,ETH,1049,1049,0
2019,1,151,Maldives,MDV,1046,1046,0
2019,1,152,Suriname,SUR,1045,1045,0
2019,1,153,Liberia,LBR,1044,1044,0
2019,1,154,Dominican Republic,DOM,1028,1028,0
2019,1,155,New Caledonia,NCL,1026,1026,0
2019,1,156,Kuwait,KUW,1022,1022,0
2019,1,157,Mauritius,MRI,1020,1022,-2
2019,1,158,Tahiti,TAH,1015,1020,-5
2019,1,159,Malaysia,MAS,1009,986,23
2019,1,160,Indonesia,IDN,1005,1008,-3
2019,1,161,Gambia,GAM,1002,994,8
2019,1,162,Singapore,SGP,999,998,1
2019,1,163,Vanuatu,VAN,997,991,6
2019,1,164,Barbados,BRB,996,996,0
2019,1,165,Nepal,NEP,995,996,-1
2019,1,166,Belize,BLZ,994,994,0
2019,1,167,Fiji,FIJ,992,992,0
2019,1,168,South Sudan,SSD,989,989,0
2019,1,169,Cambodia,CAM,988,967,21
2019,1,170,Moldova,MDA,985,974,11
2019,1,171,Papua New Guinea,PNG,984,984,0
2019,1,172,St. Lucia,LCA,975,975,0
2019,1,173,Grenada,GRN,973,973,0
2019,1,174,Bermuda,BER,964,959,5
2019,1,175,Cuba,CUB,961,961,0
2019,1,176,Chad,CHA,956,956,0
2019,1,177,Dominica,DMA,954,954,0
2019,1,177,Guyana,GUY,954,959,-5
2019,1,177,St. Vincent and the Grenadines,VIN,954,954,0
2019,1,180,Puerto Rico,PUR,940,940,0
2019,1,181,Malta,MLT,939,943,-4
2019,1,182,Macau,MAC,936,925,11
2019,1,183,Liechtenstein,LIE,922,932,-10
2019,1,183,Bangladesh,BAN,922,909,13
2019,1,185,Sao Tome e Principe,STP,920,920,0
2019,1,186,Bhutan,BHU,916,917,-1
2019,1,187,Mongolia,MNG,914,915,-1
2019,1,188,Laos,LAO,912,923,-11
2019,1,189,Aruba,ARU,909,909,0
2019,1,190,Guam,GUM,908,907,1
2019,1,190,Cook Islands,COK,908,908,0
2019,1,190,American Samoa,ASA,908,908,0
2019,1,193,Brunei Darussalam,BRU,904,903,1
2019,1,194,Seychelles,SEY,902,908,-6
2019,1,195,Samoa,SAM,896,896,0
2019,1,195,Djibouti,DJI,896,896,0
2019,1,197,Montserrat,MSR,895,895,0
2019,1,198,Gibraltar,GIB,893,900,-7
2019,1,199,US Virgin Islands,VIR,888,888,0
2019,1,200,Timor-Leste,TLS,879,900,-21
2019,1,201,Sri Lanka,SRI,872,886,-14
2019,1,202,Eritrea,ERI,868,868,0
2019,1,202,Tonga,TGA,868,868,0
2019,1,202,Somalia,SOM,868,868,0
2019,1,205,Pakistan,PAK,867,888,-21
2019,1,205,Cayman Islands,CAY,867,867,0
2019,1,205,British Virgin Islands,VGB,867,867,0
2019,1,208,Turks and Caicos Islands,TCA,862,862,0
2019,1,209,Anguilla,AIA,857,857,0
2019,1,210,Bahamas,BAH,855,855,0
2019,1,211,San Marino,SMR,839,848,-9
2018,2,2,France,FRA,1726,1726,0
2018,2,3,Brazil,BRA,1676,1676,0
2018,2,4,Croatia,CRO,1634,1634,0
2018,2,5,England,ENG,1631,1631,0
2018,2,6,Portugal,POR,1614,1614,0
2018,2,7,Uruguay,URU,1609,1609,0
2018,2,8,Switzerland,SUI,1599,1599,0
2018,2,9,Spain,ESP,1591,1591,0
2018,2,10,Denmark,DEN,1589,1589,0
2018,2,11,Argentina,ARG,1582,1582,0
2018,2,12,Colombia,COL,1575,1575,0
2018,2,13,Chile,CHI,1565,1565,0
2018,2,14,Sweden,SWE,1560,1560,0
2018,2,14,Netherlands,NED,1560,1560,0
2018,2,16,Germany,GER,1558,1558,0
2018,2,17,Mexico,MEX,1540,1540,0
2018,2,18,Italy,ITA,1539,1539,0
2018,2,19,Wales,WAL,1525,1525,0
2018,2,20,Poland,POL,1518,1518,0
2018,2,20,Peru,PER,1518,1518,0
2018,2,22,Austria,AUT,1509,1509,0
2018,2,23,Senegal,SEN,1505,1505,0
2018,2,24,Romania,ROU,1501,1501,0
2018,2,25,USA,USA,1497,1497,0
2018,2,26,Tunisia,TUN,1493,1493,0
2018,2,27,Slovakia,SVK,1483,1483,0
2018,2,28,Ukraine,UKR,1482,1482,0
2018,2,29,Serbia,SRB,1481,1481,0
2018,2,29,IR Iran,IRN,1481,1481,0
2018,2,31,Venezuela,VEN,1478,1478,0
2018,2,32,Paraguay,PAR,1476,1476,0
2018,2,33,Republic of Ireland,IRL,1474,1474,0
2018,2,34,Bosnia and Herzegovina,BIH,1472,1472,0
2018,2,35,Northern Ireland,NIR,1465,1465,0
2018,2,36,Costa Rica,CRC,1464,1464,0
2018,2,37,Iceland,ISL,1452,1452,0
2018,2,38,Scotland,SCO,1446,1446,0
2018,2,39,Turkey,TUR,1443,1443,0
2018,2,40,Morocco,MAR,1440,1440,0
2018,2,41,Australia,AUS,1436,1436,0
2018,2,42,Czech Republic,CZE,1435,1435,0
2018,2,43,Greece,GRE,1428,1428,0
2018,2,44,Nigeria,NGA,1427,1427,0
2018,2,44,Montenegro,MNE,1427,1427,0
2018,2,46,Bulgaria,BUL,1425,1425,0
2018,2,46,Norway,NOR,1425,1425,0
2018,2,48,Russia,RUS,1424,1424,0
2018,2,49,Congo DR,COD,1420,1420,0
2018,2,50,Japan,JPN,1414,1414,0
2018,2,51,Hungary,HUN,1412,1412,0
2018,2,51,Ghana,GHA,1412,1412,0
2018,2,53,Korea Republic,KOR,1405,1405,0
2018,2,54,Jamaica,JAM,1404,1404,0
2018,2,55,Cameroon,CMR,1394,1394,0
2018,2,56,Egypt,EGY,1393,1393,0
2018,2,57,Ecuador,ECU,1382,1382,0
2018,2,58,Finland,FIN,1378,1378,0
2018,2,59,Bolivia,BOL,1374,1374,0
2018,2,60,Albania,ALB,1372,1372,0
2018,2,61,Burkina Faso,BFA,1371,1371,0
2018,2,62,Slovenia,SVN,1369,1369,0
2018,2,62,Honduras,HON,1369,1369,0
2018,2,64,Mali,MLI,1363,1363,0
2018,2,65,Côte d'Ivoire,CIV,1356,1356,0
2018,2,66,Guinea,GUI,1354,1354,0
2018,2,67,Algeria,ALG,1347,1347,0
2018,2,68,FYR Macedonia,MKD,1343,1343,0
2018,2,69,Saudi Arabia,KSA,1335,1335,0
2018,2,70,El Salvador,SLV,1327,1327,0
2018,2,71,Panama,PAN,1326,1326,0
2018,2,72,South Africa,RSA,1325,1325,0
2018,2,72,Cape Verde Islands,CPV,1325,1325,0
2018,2,74,Syria,SYR,1322,1322,0
2018,2,75,Uganda,UGA,1320,1320,0
2018,2,76,Belarus,BLR,1317,1317,0
2018,2,76,China PR,CHN,1317,1317,0
2018,2,78,Canada,CAN,1314,1314,0
2018,2,79,United Arab Emirates,UAE,1309,1309,0
2018,2,80,Curacao,CUW,1306,1306,0
2018,2,81,Lebanon,LBN,1296,1296,0
2018,2,82,Oman,OMA,1295,1291,4
2018,2,83,Zambia,ZAM,1292,1292,0
2018,2,84,Congo,CGO,1280,1280,0
2018,2,85,Gabon,GAB,1277,1277,0
2018,2,86,Luxembourg,LUX,1276,1276,0
2018,2,86,Cyprus,CYP,1276,1276,0
2018,2,88,Iraq,IRQ,1271,1271,0
2018,2,89,Georgia,GEO,1269,1269,0
2018,2,90,Israel,ISR,1265,1265,0
2018,2,91,Kyrgyz Republic,KGZ,1264,1264,0
2018,2,92,Trinidad and Tobago,TRI,1260,1260,0
2018,2,93,Qatar,QAT,1258,1258,0
2018,2,94,Benin,BEN,1257,1257,0
2018,2,95,Uzbekistan,UZB,1251,1251,0
2018,2,96,Estonia,EST,1242,1242,0
2018,2,97,India,IND,1240,1240,0
2018,2,98,Faroe Islands,FRO,1238,1238,0
2018,2,99,Palestine,PLE,1236,1236,0
2018,2,100,Vietnam,VIE,1229,1224,5
2018,2,101,Mauritania,MTN,1222,1222,0
2018,2,101,Armenia,ARM,1222,1222,0
2018,2,103,Haiti,HAI,1219,1219,0
2018,2,104,Libya,LBY,1217,1217,0
2018,2,105,Kenya,KEN,1210,1210,0
2018,2,106,Madagascar,MAD,1209,1209,0
2018,2,107,Azerbaijan,AZE,1206,1206,0
2018,2,108,Niger,NIG,1205,1205,0
2018,2,109,Korea DPR,PRK,1196,1196,0
2018,2,109,Jordan,JOR,1196,1196,0
2018,2,111,Namibia,NAM,1191,1191,0
2018,2,112,Central African Republic,CTA,1180,1180,0
2018,2,113,Bahrain,BHR,1178,1178,0
2018,2,114,Zimbabwe,ZIM,1175,1175,0
2018,2,115,Sierra Leone,SLE,1172,1172,0
2018,2,116,Philippines,PHI,1171,1176,-5
2018,2,117,Mozambique,MOZ,1167,1167,0
2018,2,118,Thailand,THA,1160,1161,-1
2018,2,119,Kazakhstan,KAZ,1159,1159,0
2018,2,120,Tajikistan,TJK,1158,1161,-3
2018,2,120,Guinea-Bissau,GNB,1158,1158,0
2018,2,122,New Zealand,NZL,1157,1157,0
2018,2,123,Togo,TOG,1136,1136,0
2018,2,124,Chinese Taipei,TPE,1134,1134,0
2018,2,125,Angola,ANG,1131,1131,0
2018,2,126,Antigua and Barbuda,ATG,1126,1126,0
2018,2,127,Sudan,SDN,1120,1120,0
2018,2,127,Turkmenistan,TKM,1120,1120,0
2018,2,129,Nicaragua,NCA,1119,1119,0
2018,2,130,Malawi,MWI,1115,1115,0
2018,2,131,Kosovo,KOS,1113,1113,0
2018,2,132,Latvia,LVA,1112,1112,0
2018,2,133,Andorra,AND,1111,1111,0
2018,2,133,Lithuania,LTU,1111,1111,0
2018,2,135,Yemen,YEM,1106,1106,0
2018,2,136,St. Kitts and Nevis,SKN,1105,1105,0
2018,2,137,Rwanda,RWA,1094,1094,0
2018,2,138,Tanzania,TAN,1087,1087,0
2018,2,139,Myanmar,MYA,1085,1085,0
2018,2,139,Burundi,BDI,1085,1085,0
2018,2,141,Hong Kong,HKG,1078,1078,0
2018,2,141,Swaziland,SWZ,1078,1078,0
2018,2,143,Comoros,COM,1076,1076,0
2018,2,144,Solomon Islands,SOL,1073,1073,0
2018,2,145,Botswana,BOT,1071,1071,0
2018,2,146,Lesotho,LES,1069,1069,0
2018,2,147,Afghanistan,AFG,1068,1068,0
2018,2,148,Equatorial Guinea,EQG,1063,1063,0
2018,2,149,Guatemala,GUA,1061,1061,0
2018,2,150,Liberia,LBR,1051,1051,0
2018,2,151,Ethiopia,ETH,1049,1049,0
2018,2,152,Maldives,MDV,1046,1046,0
2018,2,153,Suriname,SUR,1037,1037,0
2018,2,154,Dominican Republic,DOM,1036,1036,0
2018,2,154,New Caledonia,NCL,1036,1036,0
2018,2,156,Mauritius,MRI,1022,1022,0
2018,2,157,Tahiti,TAH,1020,1020,0
2018,2,158,Kuwait,KUW,1018,1018,0
2018,2,159,Indonesia,IDN,1003,1003,0
2018,2,160,Belize,BLZ,1002,1002,0
2018,2,161,Nepal,NEP,1001,1001,0
2018,2,162,Barbados,BRB,998,1005,-7
2018,2,163,Vanuatu,VAN,996,996,0
2018,2,164,South Sudan,SSD,994,994,0
2018,2,165,Singapore,SGP,991,991,0
2018,2,166,Gambia,GAM,986,986,0
2018,2,167,Malaysia,MAS,985,984,1
2018,2,168,Papua New Guinea,PNG,984,984,0
2018,2,169,Fiji,FIJ,981,981,0
2018,2,170,Moldova,MDA,979,979,0
2018,2,171,St. Lucia,LCA,976,976,0
2018,2,172,Cambodia,CAM,970,970,0
2018,2,173,Grenada,GRN,968,968,0
2018,2,174,Cuba,CUB,963,963,0
2018,2,175,Chad,CHA,956,956,0
2018,2,176,Bermuda,BER,952,952,0
2018,2,177,Guyana,GUY,951,943,8
2018,2,178,Dominica,DMA,950,950,0
2018,2,179,Puerto Rico,PUR,948,948,0
2018,2,180,St. Vincent / Grenadines,VIN,946,946,0
2018,2,181,Liechtenstein,LIE,937,937,0
2018,2,182,Malta,MLT,926,926,0
2018,2,183,Macau,MAC,925,925,0
2018,2,184,Laos,LAO,923,923,0
2018,2,185,Sao Tome e Principe,STP,920,920,0
2018,2,186,Bhutan,BHU,917,917,0
2018,2,187,Aruba,ARU,916,916,0
2018,2,188,Mongolia,MNG,915,915,0
2018,2,189,Seychelles,SEY,911,911,0
2018,2,190,Cook Islands,COK,908,908,0
2018,2,190,American Samoa,ASA,908,908,0
2018,2,192,Guam,GUM,907,907,0
2018,2,192,Bangladesh,BAN,907,907,0
2018,2,194,Gibraltar,GIB,905,905,0
2018,2,195,Brunei Darussalam,BRU,903,903,0
2018,2,196,Timor-Leste,TLS,900,900,0
2018,2,197,Samoa,SAM,896,896,0
2018,2,197,Djibouti,DJI,896,896,0
2018,2,199,Pakistan,PAK,888,888,0
2018,2,200,Montserrat,MSR,887,887,0
2018,2,201,Sri Lanka,SRI,886,886,0
2018,2,202,US Virgin Islands,VIR,881,881,0
2018,2,203,Cayman Islands,CAY,874,874,0
2018,2,204,Tonga,TGA,868,868,0
2018,2,204,Eritrea,ERI,868,868,0
2018,2,204,Somalia,SOM,868,868,0
2018,2,207,British Virgin Islands,VGB,867,867,0
2018,2,208,Turks and Caicos Islands,TCA,864,864,0
2018,2,208,Anguilla,AIA,864,864,0
2018,2,210,Bahamas,BAH,858,858,0
2018,2,211,San Marino,SMR,854,854,0
2018,1,1,Germany,GER,2172,2187,-15
2018,1,2,France,FRA,2164,2134,30
2018,1,3,Portugal,POR,2163,2155,8
2018,1,4,Brazil,BRA,2160,2151,9
2018,1,5,Belgium,BEL,2124,2098,26
2018,1,6,Spain,ESP,2104,2082,22
2018,1,7,England,ENG,2099,2074,25
2018,1,8,Switzerland,SUI,2087,2065,22
2018,1,9,Argentina,ARG,2080,2117,-37
2018,1,10,Mexico,MEX,2041,1996,45
2018,1,10,Chile,CHI,2041,2039,2
2018,1,12,Croatia,CRO,2036,1990,46
2018,1,13,Poland,POL,2023,2085,-62
2018,1,14,Uruguay,URU,2017,1991,26
2018,1,15,Denmark,DEN,2014,1992,22
2018,1,16,Italy,ITA,2009,2009,0
2018,1,17,Colombia,COL,1998,2005,-7
2018,1,18,Wales,WAL,1979,1979,0
2018,1,19,Peru,PER,1975,2019,-44
2018,1,20,Netherlands,NED,1959,1959,0
2018,1,21,Sweden,SWE,1955,1954,1
2018,1,22,Iceland,ISL,1938,1968,-30
2018,1,22,Senegal,SEN,1938,1911,27
2018,1,24,Slovakia,SVK,1910,1913,-3
2018,1,25,USA,USA,1905,1904,1
2018,1,26,Republic of Ireland,IRL,1901,1901,0
2018,1,27,Austria,AUT,1899,1900,-1
2018,1,28,IR Iran,IRN,1896,1890,6
2018,1,29,Northern Ireland,NIR,1887,1887,0
2018,1,30,Serbia,SRB,1875,1866,9
2018,1,31,Ukraine,UKR,1874,1874,0
2018,1,32,Australia,AUS,1866,1870,-4
2018,1,33,Paraguay,PAR,1863,1866,-3
2018,1,33,Romania,ROU,1863,1861,2
2018,1,35,Venezuela,VEN,1849,1849,0
2018,1,35,Turkey,TUR,1849,1849,0
2018,1,37,Costa Rica,CRC,1839,1880,-41
2018,1,38,Tunisia,TUN,1835,1865,-30
2018,1,39,Scotland,SCO,1834,1834,0
2018,1,40,Bosnia and Herzegovina,BIH,1826,1826,0
2018,1,41,Japan,JPN,1816,1773,43
2018,1,42,Czech Republic,CZE,1809,1807,2
2018,1,43,Morocco,MAR,1801,1830,-29
2018,1,44,Cameroon,CMR,1790,1790,0
2018,1,45,Congo DR,COD,1780,1780,0
2018,1,46,Hungary,HUN,1771,1774,-3
2018,1,47,Nigeria,NGA,1765,1745,20
2018,1,48,Greece,GRE,1760,1760,0
2018,1,49,Russia,RUS,1758,1707,51
2018,1,50,Ecuador,ECU,1756,1756,0
2018,1,51,Korea Republic,KOR,1751,1783,-32
2018,1,52,Montenegro,MNE,1750,1750,0
2018,1,53,Egypt,EGY,1748,1792,-44
2018,1,54,Bulgaria,BUL,1743,1743,0
2018,1,55,Ghana,GHA,1739,1738,1
2018,1,56,Albania,ALB,1734,1734,0
2018,1,57,Burkina Faso,BFA,1728,1728,0
2018,1,58,Panama,PAN,1723,1746,-23
2018,1,59,Jamaica,JAM,1720,1720,0
2018,1,60,Slovenia,SVN,1719,1719,0
2018,1,61,Norway,NOR,1711,1709,2
2018,1,62,Bolivia,BOL,1702,1704,-2
2018,1,63,Honduras,HON,1683,1683,0
2018,1,64,Finland,FIN,1674,1674,0
2018,1,65,Côte d'Ivoire,CIV,1673,1673,0
2018,1,66,Algeria,ALG,1641,1642,-1
2018,1,67,Saudi Arabia,KSA,1639,1673,-34
2018,1,68,Syria,SYR,1637,1637,0
2018,1,69,Mali,MLI,1628,1628,0
2018,1,70,China PR,CHN,1625,1625,0
2018,1,71,South Africa,RSA,1623,1621,2
2018,1,71,Cape Verde Islands,CPV,1623,1623,0
2018,1,73,Guinea,GUI,1613,1613,0
2018,1,74,United Arab Emirates,UAE,1606,1606,0
2018,1,75,FYR Macedonia,MKD,1601,1601,0
2018,1,76,Canada,CAN,1593,1593,0
2018,1,77,Zambia,ZAM,1592,1594,-2
2018,1,78,El Salvador,SLV,1580,1580,0
2018,1,79,Belarus,BLR,1579,1580,-1
2018,1,80,Uzbekistan,UZB,1572,1573,-1
2018,1,81,Uganda,UGA,1568,1568,0
2018,1,82,Luxembourg,LUX,1538,1536,2
2018,1,83,Lebanon,LIB,1536,1536,0
2018,1,84,Iraq,IRQ,1534,1534,0
2018,1,85,Congo,CGO,1532,1532,0
2018,1,86,Oman,OMA,1530,1530,0
2018,1,87,Israel,ISR,1523,1523,0
2018,1,88,Benin,BEN,1520,1520,0
2018,1,89,Gabon,GAB,1507,1507,0
2018,1,90,Cyprus,CYP,1505,1505,0
2018,1,91,Trinidad and Tobago,TRI,1503,1503,0
2018,1,92,Estonia,EST,1497,1499,-2
2018,1,93,Faroe Islands,FRO,1495,1495,0
2018,1,94,Qatar,QAT,1491,1491,0
2018,1,95,Kyrgyz Republic,KGZ,1479,1479,0
2018,1,96,Georgia,GEO,1476,1479,-3
2018,1,97,Haiti,HAI,1474,1474,0
2018,1,98,Armenia,ARM,1469,1471,-2
2018,1,99,Libya,LBY,1462,1462,0
2018,1,100,Curaçao,CUW,1450,1450,0
2018,1,101,Palestine,PLE,1449,1449,0
2018,1,102,India,IND,1426,1424,2
2018,1,103,Jordan,JOR,1419,1419,0
2018,1,104,Madagascar,MAD,1414,1420,-6
2018,1,105,Mauritania,MTN,1413,1413,0
2018,1,106,Korea DPR,PRK,1406,1406,0
2018,1,107,Azerbaijan,AZE,1405,1406,-1
2018,1,107,Vietnam,VIE,1405,1405,0
2018,1,109,Niger,NIG,1404,1404,0
2018,1,110,Central African Republic,CTA,1402,1402,0
2018,1,111,Zimbabwe,ZIM,1392,1390,2
2018,1,112,Bahrain,BHR,1375,1375,0
2018,1,113,Sierra Leone,SLE,1373,1373,0
2018,1,113,Mozambique,MOZ,1373,1373,0
2018,1,115,Kenya,KEN,1370,1373,-3
2018,1,116,Thailand,THA,1364,1364,0
2018,1,117,New Zealand,NZL,1363,1359,4
2018,1,118,Kazakhstan,KAZ,1349,1346,3
2018,1,119,Namibia,NAM,1338,1339,-1
2018,1,120,Togo,TOG,1327,1327,0
2018,1,121,Philippines,PHI,1318,1318,0
2018,1,122,Guinea-Bissau,GNB,1313,1313,0
2018,1,123,Malawi,MWI,1310,1310,0
2018,1,124,Nicaragua,NCA,1299,1299,0
2018,1,125,Latvia,LVA,1297,1299,-2
2018,1,125,Tajikistan,TJK,1297,1297,0
2018,1,125,Lithuania,LTU,1297,1298,-1
2018,1,128,Turkmenistan,TKM,1295,1295,0
2018,1,129,Equatorial Guinea,EQG,1284,1284,0
2018,1,130,St. Kitts and Nevis,SKN,1274,1274,0
2018,1,131,Swaziland,SWZ,1273,1276,-3
2018,1,132,Rwanda,RWA,1266,1266,0
2018,1,133,Guatemala,GUA,1263,1263,0
2018,1,134,Sudan,SDN,1259,1259,0
2018,1,135,Antigua and Barbuda,ATG,1258,1258,0
2018,1,136,Angola,ANG,1256,1256,0
2018,1,137,Botswana,BOT,1239,1237,2
2018,1,138,Yemen,YEM,1230,1230,0
2018,1,139,Hong Kong,HKG,1223,1223,0
2018,1,140,Tanzania,TAN,1213,1213,0
2018,1,141,Andorra,AND,1210,1210,0
2018,1,142,Kosovo,KOS,1207,1207,0
2018,1,143,Chinese Taipei,TPE,1205,1208,-3
2018,1,144,Myanmar,MYA,1199,1199,0
2018,1,145,Burundi,BDI,1189,1189,0
2018,1,146,Afghanistan,AFG,1161,1161,0
2018,1,147,Ethiopia,ETH,1160,1160,0
2018,1,148,Comoros,COM,1159,1159,0
2018,1,149,Lesotho,LES,1143,1138,5
2018,1,150,Solomon Islands,SOL,1141,1141,0
2018,1,151,Liberia,LBR,1126,1126,0
2018,1,152,Kuwait,KUW,1113,1113,0
2018,1,153,Suriname,SUR,1112,1112,0
2018,1,154,New Caledonia,NCL,1102,1102,0
2018,1,155,Dominican Republic,DOM,1095,1095,0
2018,1,156,Tahiti,TAH,1090,1090,0
2018,1,157,Indonesia,IDN,1089,1089,0
2018,1,158,Mauritius,MRI,1084,1084,0
